6412
0              0             16             17    5.55112e-17
0              0             17             16   -5.55112e-17
0              1              0              1        1.25331
0              1              0             11       0.313329
0              1              1              0       -1.25331
0              1              1             10      -0.313329
0              1              2              5       0.313329
0              1              2             19       0.166168
0              1              3              4       0.313329
0              1              3             18       0.166168
0              1              4              3      -0.313329
0              1              4             17      -0.166168
0              1              5              2      -0.313329
0              1              5             16      -0.166168
0              1              6              9       0.117498
0              1              7              8       0.117498
0              1              8              7      -0.117498
0              1              9              6      -0.117498
0              1             10              1       0.313329
0              1             10             11       0.234996
0              1             11              0      -0.313329
0              1             11             10      -0.234996
0              1             12             15      0.0489576
0              1             13             14      0.0489576
0              1             14             13     -0.0489576
0              1             15             12     -0.0489576
0              1             16              5       0.166168
0              1             16             19       0.146873
0              1             17              4       0.166168
0              1             17             18       0.146873
0              1             18              3      -0.166168
0              1             18             17      -0.146873
0              1             19              2      -0.166168
0              1             19             16      -0.146873
0              2              0              2       0.626657
0              2              0             16       0.110778
0              2              2              0      -0.626657
0              2              2             10      -0.156664
0              2              3              6       0.110778
0              2              6              3      -0.110778
0              2              6             17     -0.0587491
0              2              7             12      0.0339188
0              2             10              2       0.156664
0              2             10             16      0.0830838
0              2             12              7     -0.0339188
0              2             16              0      -0.110778
0              2             16             10     -0.0830838
0              2             17              6      0.0587491
0              3              0              3       0.626657
0              3              0             17       0.110778
0              3              2              7       0.110778
0              3              3              0      -0.626657
0              3              3             10      -0.156664
0              3              6             13      0.0339188
0              3              7              2      -0.110778
0              3              7             16     -0.0587491
0              3             10              3       0.156664
0              3             10             17      0.0830838
0              3             13              6     -0.0339188
0              3             16              7      0.0587491
0              3             17              0      -0.110778
0              3             17             10     -0.0830838
0              4              0              4       0.939986
0              4              0             18       0.276946
0              4              1              2      -0.313329
0              4              1             16      -0.166168
0              4              2              1       0.313329
0              4              2             11     -0.0783321
0              4              3              8       0.276946
0              4              4              0      -0.939986
0              4              4             10     -0.0783321
0              4              5              6      -0.166168
0              4              6              5       0.166168
0              4              6             19      0.0293746
0              4              7             14       0.118716
0              4              8              3      -0.276946
0              4              8             17     -0.0881237
0              4              9             12      -0.084797
0              4             10              4      0.0783321
0              4             10             18       0.124626
0              4             11              2      0.0783321
0              4             11             16     -0.0415419
0              4             12              9       0.084797
0              4             14              7      -0.118716
0              4             16              1       0.166168
0              4             16             11      0.0415419
0              4             17              8      0.0881237
0              4             18              0      -0.276946
0              4             18             10      -0.124626
0              4             19              6     -0.0293746
0              5              0              5       0.939986
0              5              0             19       0.276946
0              5              1              3      -0.313329
0              5              1             17      -0.166168
0              5              2              9       0.276946
0              5              3              1       0.313329
0              5              3             11     -0.0783321
0              5              4              7      -0.166168
0              5              5              0      -0.939986
0              5              5             10     -0.0783321
0              5              6             15       0.118716
0              5              7              4       0.166168
0              5              7             18      0.0293746
0              5              8             13      -0.084797
0              5              9              2      -0.276946
0              5              9             16     -0.0881237
0              5             10              5      0.0783321
0              5             10             19       0.124626
0              5             11              3      0.0783321
0              5             11             17     -0.0415419
0              5             13              8       0.084797
0              5             15              6      -0.118716
0              5             16              9      0.0881237
0              5             17              1       0.166168
0              5             17             11      0.0415419
0              5             18              7     -0.0293746
0              5             19              0      -0.276946
0              5             19             10      -0.124626
0              6              0              6       0.626657
0              6              2             16     -0.0783321
0              6              3             12       0.135675
0              6              6              0      -0.626657
0              6              6             10     -0.0783321
0              6             10              6      0.0783321
0              6             12              3      -0.135675
0              6             12             17     -0.0479684
0              6             16              2      0.0783321
0              6             17             12      0.0479684
0              7              0              7       0.626657
0              7              2             13       0.135675
0              7              3             17     -0.0783321
0              7              7              0      -0.626657
0              7              7             10     -0.0783321
0              7             10              7      0.0783321
0              7             13              2      -0.135675
0              7             13             16     -0.0479684
0              7             16             13      0.0479684
0              7             17              3      0.0783321
0              8              0              8       0.744155
0              8              1              6      -0.117498
0              8              2              4       0.276946
0              8              2             18     0.00979152
0              8              3             14       0.220472
0              8              4              2      -0.276946
0              8              4             16     -0.0881237
0              8              5             12      -0.084797
0              8              6              1       0.117498
0              8              6             11     -0.0881237
0              8              8              0      -0.744155
0              8              8             10     0.00979152
0              8             10              8    -0.00979152
0              8             11              6      0.0881237
0              8             12              5       0.084797
0              8             12             19     -0.0149901
0              8             14              3      -0.220472
0              8             14             17     -0.0329783
0              8             16              4      0.0881237
0              8             16             18      0.0675056
0              8             17             14      0.0329783
0              8             18              2    -0.00979152
0              8             18             16     -0.0675056
0              8             19             12      0.0149901
0              9              0              9       0.744155
0              9              1              7      -0.117498
0              9              2             15       0.220472
0              9              3              5       0.276946
0              9              3             19     0.00979152
0              9              4             13      -0.084797
0              9              5              3      -0.276946
0              9              5             17     -0.0881237
0              9              7              1       0.117498
0              9              7             11     -0.0881237
0              9              9              0      -0.744155
0              9              9             10     0.00979152
0              9             10              9    -0.00979152
0              9             11              7      0.0881237
0              9             13              4       0.084797
0              9             13             18     -0.0149901
0              9             15              2      -0.220472
0              9             15             16     -0.0329783
0              9             16             15      0.0329783
0              9             17              5      0.0881237
0              9             17             19      0.0675056
0              9             18             13      0.0149901
0              9             19              3    -0.00979152
0              9             19             17     -0.0675056
0             10              0             10       0.626657
0             10              2             17       0.110778
0             10              3             16       0.110778
0             10             10              0      -0.626657
0             10             16              3      -0.110778
0             10             17              2      -0.110778
0             11              0              1       0.313329
0             11              0             11       0.861653
0             11              1              0      -0.313329
0             11              1             10      -0.234996
0             11              2              5     -0.0783321
0             11              2             19        0.15232
0             11              3              4     -0.0783321
0             11              3             18        0.15232
0             11              4              3      0.0783321
0             11              4             17     -0.0415419
0             11              5              2      0.0783321
0             11              5             16     -0.0415419
0             11              6              9     -0.0881237
0             11              7              8     -0.0881237
0             11              8              7      0.0881237
0             11              9              6      0.0881237
0             11             10              1       0.234996
0             11             10             11       0.137081
0             11             11              0      -0.861653
0             11             11             10      -0.137081
0             11             12             15      -0.061197
0             11             13             14      -0.061197
0             11             14             13       0.061197
0             11             15             12       0.061197
0             11             16              5      0.0415419
0             11             16             19      0.0514055
0             11             17              4      0.0415419
0             11             17             18      0.0514055
0             11             18              3       -0.15232
0             11             18             17     -0.0514055
0             11             19              2       -0.15232
0             11             19             16     -0.0514055
0             12              0             12       0.567908
0             12              2              6       0.101756
0             12              6              2      -0.101756
0             12              6             16     -0.0659566
0             12             10             12      0.0244788
0             12             12              0      -0.567908
0             12             12             10     -0.0244788
0             12             16              6      0.0659566
0             13              0             13       0.567908
0             13              3              7       0.101756
0             13              7              3      -0.101756
0             13              7             17     -0.0659566
0             13             10             13      0.0244788
0             13             13              0      -0.567908
0             13             13             10     -0.0244788
0             13             17              7      0.0659566
0             14              0             14       0.616866
